@id,rdf:type{URIRef},rdfs:comment{Literal},rdfs:label{Literal}
survol:ReserveKey,rdf:Property,A unique key identifying this reserve cost item within its product.,ReserveKey
survol:ReserveLocal,rdf:Property,The number of bytes of disk space reserved if the associated software element is installed to run locally.,ReserveLocal
survol:ReserveSource,rdf:Property,The number of bytes of disk space reserved if the associated software element is installed to run from source.,ReserveSource
survol:ReservedServerMemoryKB,rdf:Property,Amount of memory the server has reserved for future usage. This counter shows current unused amount of the initial grant shown in Granted Workspace Memory (KB).,ReservedServerMemoryKB
survol:ReservedSystemPaletteEntries,rdf:Property,"The ReservedSystemPaletteEntries property indicates the current number of color index entries reserved for system use. This value is only valid for display settings that use an indexed palette. Indexed palettes are not used for color depths greater than 8 bits per pixel. If the color depth is more than 8 bits per pixel, this value is set to NULL.
Example: 20  
This property has been deprecated in favor of a corresponding property(s) contained in the Win32_VideoController, Win32_DesktopMonitor and//or CIM_VideoControllerResolution",ReservedSystemPaletteEntries
survol:Reset,rdf:Property,"The Reset property contains the command string used to reset the modem for the next call.
Example: AT&F.",Reset
survol:ResetCapability,rdf:Property,"If enabled (value = 4), the unitary computer system can be reset via hardware (e.g. the power and reset buttons). If disabled (value = 3), hardware reset is not allowed. In addition to Enabled and Disabled, other values for the property are also defined - ""Not Implemented"" (5), ""Other"" (1) and ""Unknown"" (2).",ResetCapability
survol:ResetCount,rdf:Property,The ResetCount property indicates the number of automatic resets since the last intentional reset.  A value of -1 indicates that the count is unknown.,ResetCount
survol:ResetLimit,rdf:Property,The ResetLimit property indicates the number of consecutive time the system reset will be attempted. A value of -1 indicates that the limit is unknown,ResetLimit
survol:Resolution,rdf:Property,"The Resolution property indicates the tracking resolution.
Example: 0",Resolution
survol:Resolve,rdf:Property,Number of Resolve for this PNRP Cloud,Resolve
survol:ResolveAddressNames,rdf:Property,The ResolveAddressesNames indicates whether or not the command will resolve address names of output address values.  The default is False - no resolution.,ResolveAddressNames
survol:Resource,rdf:Property,No description for property:Resource,Resource
survol:ResourceType,rdf:Property,The ResourceType property identifies the type of resource to enumerate or connect to.,ResourceType
survol:ResourcesOpened,rdf:Property,"The ResourcesOpened property indicates the number of files, devices and pipes opened during this session.",ResourcesOpened
survol:ResponseTime,rdf:Property,The ResponseTime property indicates the time elapsed to handle the request.,ResponseTime
survol:ResponseTimeAverage,rdf:Property,Average time delta between transaction begin and commit,ResponseTimeAverage
survol:ResponseTimeMaximum,rdf:Property,Maximum time delta between transaction begin and commit,ResponseTimeMaximum
survol:ResponseTimeMinimum,rdf:Property,Minimum time delta between transaction begin and commit,ResponseTimeMinimum
survol:ResponseTimeToLive,rdf:Property,The ResponseTimeToLive property indicates the time to live from moment the request is received.,ResponseTimeToLive
survol:ResponsesKeyName,rdf:Property,"The ResponsesKeyName property contains the response this modem might report to the operating system during the connection process. The first two characters specify the type of response. The second two characters specify information about the connection being made. The second two characters are used only for Negotiation Progress or Connect response codes. The next eight characters specify the modem-to-modem line speed negotiated in bits per second (bps). The characters represent a 32-bit integer doubleword format (byte and word reversed). The last eight characters indicate that the modem is changing to a different port or Data Terminal Equipment (DTE) speed. Usually this field is not used because modems make connections at a ""locked"" port speed regardless of the modem-to-modem or Data Communications Equipment (DCE) speed.",ResponsesKeyName
survol:Result,rdf:Property,"No WMI description for property Result:(-2147352567, 'Exception occurred.', (0, 'SWbemQualifierSet', 'Not found ', None, 0, -2147217406), None)",Result
survol:ResultCode,rdf:Property,"The ResultCode property, if applicable, defines the result code returned from the COM activation procedure.",ResultCode
survol:ResultSetQueries,rdf:Property,"No WMI description for property ResultSetQueries:(-2147352567, 'Exception occurred.', (0, 'SWbemQualifierSet', 'Not found ', None, 0, -2147217406), None)",ResultSetQueries
survol:RetransmissionAttempts,rdf:Property,Maximum number of NFS retransmissions allowed.,RetransmissionAttempts
survol:RetransmissionRate,rdf:Property,Percentage of packets that have been retransmitted,RetransmissionRate
survol:RetransmissionRate_Base,rdf:Property,,RetransmissionRate_Base
survol:RetransmissionTimeout,rdf:Property,NFS timeout in tenths of a second.,RetransmissionTimeout
survol:Retries,rdf:Property,The total number of times a document access has been retried. Having this number high may indicate a problem with accessing the data.,Retries
survol:RetriesRate,rdf:Property,The number of retries per second.,RetriesRate
survol:ReturnPacketCallsPersec,rdf:Property,"Return Packet Calls/sec is the average rate, in incidents per second, at which the stack returned received packets to an interface.",ReturnPacketCallsPersec
survol:ReturnedPacketsPersec,rdf:Property,"Returned Packets/sec is the average rate, in packets per second, at which the stack returned received packets to an interface.",ReturnedPacketsPersec
survol:Revision,rdf:Property,"The Revision property specifies the system's architecture-dependent revision level. The meaning of this value depends on the architecture of the processor. It contains the same values as the ""Version"" member, but in a numerical format.",Revision
survol:RevisionLevel,rdf:Property,The FRU's revision level.,RevisionLevel
survol:RevisionNumber,rdf:Property,"The RevisionNumber property indicates the revision number of the motherboard.
Example: 00",RevisionNumber
survol:RewritePartition,rdf:Property,"The RewritePartition property specifies whether the partition information has changed. When you change a partition (with IOCTL_DISK_SET_DRIVE_LAYOUT), the system uses this property member to determine which partitions have changed and need their information rewritten.
Values: TRUE or FALSE. If TRUE, the partition needs to be rewritten.",RewritePartition
survol:RingsBeforeAnswer,rdf:Property,Number of rings before the modem answers an incoming call.,RingsBeforeAnswer
survol:RoamingConfigured,rdf:Property,"This property indicates whether the user has a roaming profile configured.
NOTE: User has a roaming profile configured does not mean that this profile is indeed roaming.
There are other policies and user preference can prevent the profile from roaming.
Please refer to the RoamingPreference and Status property.",RoamingConfigured
survol:RoamingPath,rdf:Property,This property contains the user's roaming profile path if RoamingConfigured is true.,RoamingPath
survol:RoamingPreference,rdf:Property,"This property indicates whether the user prefer to roam this profile if RoamingConfigured is true.
By default, this property will be true to let the roaming profile roam between the local computer and the server.
User can set this property to false to prevent roaming, then the profile will work like a local profile.
",RoamingPreference
survol:RoamingUserProfile,rdf:Property,Controls whether the computer's roaming user profile feature settings are configured by using UST Manageability WMI classes or by using Group Policy.,RoamingUserProfile
survol:Role,rdf:Property,"A free form string describing the role of the processor - for example, ""Central Processor""' or ""Math Processor""",Role
survol:Roles,rdf:Property,"An array (bag) of strings that specify the roles this System plays in the IT-environment. Subclasses of System may override this property to define explicit Roles values. Alternately, a Working Group may describe the heuristics, conventions and guidelines for specifying Roles. For example, for an instance of a networking system, the Roles property might contain the string, 'Switch' or 'Bridge'.",Roles
survol:Root,rdf:Property,Path name or other information defining the root of the file system.,Root
survol:RootPath,rdf:Property,"No WMI description for property RootPath:(-2147352567, 'Exception occurred.', (0, 'SWbemQualifierSet', 'Not found ', None, 0, -2147217406), None)",RootPath
survol:RootVpIndex,rdf:Property,Index of the root virtual processor that is affinity bound to this logical processor.  A value that is greater than the maximum possible root VP index indicates no binding.,RootVpIndex
survol:RouteRecord,rdf:Property,The RouteRecord property holds a record of intermediate hops.,RouteRecord
survol:RouteRecordResolved,rdf:Property,The RouteRecordResolved property holds the resolved address corresponding to the RouteRecord entry.,RouteRecordResolved
survol:RowsprocessedPersec,rdf:Property,"The number of rows processed by the garbage collector (on average), per second.",RowsprocessedPersec
survol:RowsprocessedPersecfirstinbucket,rdf:Property,"The number of rows processed by the garbage collector that were first in the corresponding hash bucket (on average), per second.",RowsprocessedPersecfirstinbucket
survol:RowsprocessedPersecfirstinbucketandremoved,rdf:Property,"The number of rows processed by the garbage collector that were first in the corresponding hash bucket, and were able to be removed immediately (on average), per second.",RowsprocessedPersecfirstinbucketandremoved
survol:RowsprocessedPersecmarkedforunlink,rdf:Property,"The number of rows processed by the garbage collector that were already marked for unlink (on average), per second.",RowsprocessedPersecmarkedforunlink
survol:RowsprocessedPersecnosweepneeded,rdf:Property,"The number of rows processed by the garbage collector that will not require a dusty corner sweep (on average), per second.",RowsprocessedPersecnosweepneeded
survol:RowsreturnedPersec,rdf:Property,"The number of rows returned by cursors (on average), per second.",RowsreturnedPersec
survol:RowstouchedPersec,rdf:Property,"The number of rows touched by cursors (on average), per second.",RowstouchedPersec
survol:RunAsUser,rdf:Property,The RunAsUser property indicates whether the application is to be run under a specific user account on activation.,RunAsUser
survol:RunRepeatedly,rdf:Property,"The RunRepeatedly property indicates whether the scheduled job should run repeatedly on the days that the job is scheduled.
Values: TRUE or FALSE.  If TRUE, then the job is run repeatedly.  If FALSE, then the job is run once.",RunRepeatedly
survol:Running,rdf:Property,The number of replication agents currently running.,Running
survol:RunningTime,rdf:Property,Running time of this engine,RunningTime
survol:RuntimeCount16ms,rdf:Property,The number of control dispatches elapsing between 4ms to 16ms.,RuntimeCount16ms
survol:RuntimeCount16s,rdf:Property,The number of control dispatches elapsing between 4s to 16s.,RuntimeCount16s
survol:RuntimeCount1min,rdf:Property,The number of control dispatches elapsing between 16s to 1min.,RuntimeCount1min
survol:RuntimeCount1s,rdf:Property,The number of control dispatches elapsing between 256ms to 1s.,RuntimeCount1s
survol:RuntimeCount256ms,rdf:Property,The number of control dispatches elapsing between 64ms to 256ms.,RuntimeCount256ms
survol:RuntimeCount4ms,rdf:Property,The number of control dispatches elapsing between 0ms to 4ms.,RuntimeCount4ms
survol:RuntimeCount4s,rdf:Property,The number of control dispatches elapsing between 1s to 4s.,RuntimeCount4s
survol:RuntimeCount64ms,rdf:Property,The number of control dispatches elapsing between 16ms to 64ms.,RuntimeCount64ms
survol:RuntimeCountInfinite,rdf:Property,The number of control dispatches elapsing more than 1min.,RuntimeCountInfinite
survol:SARekeys,rdf:Property,SA Rekeys is the number of successful rekey operations for quick mode security associations since the computer was last started.,SARekeys
survol:SCOConnections,rdf:Property,Number of SCO connections,SCOConnections
survol:SCObytesreadPersec,rdf:Property,Number of SCO bytes read per second,SCObytesreadPersec
survol:SCObyteswrittenPersec,rdf:Property,Number of SCO bytes written per second,SCObyteswrittenPersec
survol:SCSIBus,rdf:Property,"The SCSIBus property indicates the SCSI bus number of the disk drive.
Example: 0",SCSIBus
survol:SCSILogicalUnit,rdf:Property,"The SCSILogicalUnit property indicates the SCSI logical unit number (LUN) of the disk drive.
Example: 0",SCSILogicalUnit
survol:SCSIPort,rdf:Property,"The SCSIPort property indicates the SCSI port number of the disk drive.
Example: 0",SCSIPort
survol:SCSITargetId,rdf:Property,"The SCSITargetId property indicates the SCSI ID number of the disk drive.
Example: 0",SCSITargetId
survol:SECURITY_DESCRIPTOR,rdf:Property,"No WMI description for property SECURITY_DESCRIPTOR:(-2147352567, 'Exception occurred.', (0, 'SWbemQualifierSet', 'Not found ', None, 0, -2147217406), None)",SECURITY_DESCRIPTOR
survol:SID,rdf:Property,"The SID property contains the security identifier (SID) for this account. a SID is a string value of variable length used to identify a trustee. Each account has a unique SID issued by an authority (such as a Windows domain), stored in a security database. When a user logs on, the system retrieves the user's SID from the database and places it in the user's access token. The system uses the SID in the user's access token to identify the user in all subsequent interactions with Windows security. When a SID has been used as the unique identifier for a user or group, it cannot be used again to identify another user or group.",SID
survol:SIDString,rdf:Property,"The SID of the trustee in string format (e.g., S-1-1-0)",SIDString
survol:SIDType,rdf:Property,"The SIDType property contains enumerated values that specify the type of security identifier (SID). SIDTypes include:
SidTypeUser - Indicates a user SID.
SidTypeGroup - Indicates a group SID.
SidTypeDomain - Indicates a domain SID.
SidTypeAlias - Indicates an alias SID.
SidTypeWellKnownGroup - Indicates a SID for a well-known group.
SidTypeDeletedAccount - Indicates a SID for a deleted account.
SidTypeInvalid - Indicates an invalid SID.
SidTypeUnknown - Indicates an unknown SID type.
SidTypeComputer - Indicates a SID for a computer.
",SIDType
survol:SKU,rdf:Property,The stock keeping unit number for this physical element.,SKU
survol:SKUNumber,rdf:Property,Product SKU (stock keeping unit) information.,SKUNumber
survol:SMBBranchCacheHashBytesSent,rdf:Property,The amount of SMB BranchCache hash data sent from the server. This includes bytes transferred for both hash header requests and full hash data requests.,SMBBranchCacheHashBytesSent
survol:SMBBranchCacheHashGenerationRequests,rdf:Property,The number of SMB BranchCache hash generation requests that were sent by SRV2 to the SMB Hash Generation service because a client requested hashes for the file and there was either no hash content for the file or the existing hashes were out of date.,SMBBranchCacheHashGenerationRequests
survol:SMBBranchCacheHashHeaderRequests,rdf:Property,The number of SMB BranchCache hash requests that were for the header only received by the server. This indicates how many requests are being done to validate hashes that are already cached by the client.,SMBBranchCacheHashHeaderRequests
survol:SMBBranchCacheHashRequestsReceived,rdf:Property,The number of SMB BranchCache hash requests that were received by the server.,SMBBranchCacheHashRequestsReceived
survol:SMBBranchCacheHashResponsesSent,rdf:Property,The number of SMB BranchCache hash responses that have been sent from the server.,SMBBranchCacheHashResponsesSent
survol:SMBBranchCacheHashV2BytesSent,rdf:Property,The amount of SMB BranchCache hash V2 data sent from the server. This includes bytes transferred for both hash header requests and full hash data requests.,SMBBranchCacheHashV2BytesSent
survol:SMBBranchCacheHashV2GenerationRequests,rdf:Property,The number of SMB BranchCache hash V2 generation requests that were sent by SRV2 to the SMB Hash Generation service because a client requested hashes for the file and there was either no hash content for the file or the existing hashes were out of date.,SMBBranchCacheHashV2GenerationRequests
survol:SMBBranchCacheHashV2HeaderRequests,rdf:Property,The number of SMB BranchCache hash V2 requests that were for the header only received by the server. This indicates how many requests are being done to validate hashes that are already cached by the client.,SMBBranchCacheHashV2HeaderRequests
survol:SMBBranchCacheHashV2RequestsReceived,rdf:Property,The number of SMB BranchCache hash V2 requests that were received by the server.,SMBBranchCacheHashV2RequestsReceived
survol:SMBBranchCacheHashV2RequestsServedFromDedup,rdf:Property,The amount of SMB BranchCache hash V2 requests that were served from dedup store by the server.,SMBBranchCacheHashV2RequestsServedFromDedup
survol:SMBBranchCacheHashV2ResponsesSent,rdf:Property,The number of SMB BranchCache hash V2 responses that have been sent from the server.,SMBBranchCacheHashV2ResponsesSent
survol:SMBIOSAssetTag,rdf:Property,The SMBIOSAssetTag property indicates the asset tag number of the system enclosure.,SMBIOSAssetTag
survol:SMBIOSBIOSVersion,rdf:Property,The SMBIOSBIOSVersion property contains the BIOS version as reported by SMBIOS.,SMBIOSBIOSVersion
survol:SMBIOSMajorVersion,rdf:Property,The SMBIOSMajorVersion property contains the major SMBIOS version number. This property will be NULL if SMBIOS not found.,SMBIOSMajorVersion
survol:SMBIOSMemoryType,rdf:Property,Type of memory used in this device. This is an extra property being added to report the raw SMBIOS memory type. The value reported by the property MemoryType is a CIM value mapped to SMBIOS value.,SMBIOSMemoryType
survol:SMBIOSMinorVersion,rdf:Property,The SMBIOSMinorVersion property contains the minor SMBIOS Version number. This property will be NULL if SMBIOS not found.,SMBIOSMinorVersion
survol:SMBIOSPresent,rdf:Property,"The SMBIOSPresent property indicates whether the SMBIOS is available on this computer system.
Values: TRUE or FALSE. If TRUE, SMBIOS is on this computer.",SMBIOSPresent
survol:SNMPCommunity,rdf:Property,The SNMPCommunity property contains a security level value for the device.  For example 'public'.,SNMPCommunity
survol:SNMPDevIndex,rdf:Property,The property SNMPDevIndex indicates the SNMP index number of this device for the SNMP agent.,SNMPDevIndex
survol:SNMPEnabled,rdf:Property,"The SNMPEnabled property, when true, indicates that this printer supports RFC1759 (Simple Network Management Protocol) and can provide rich status information from the device.",SNMPEnabled
survol:SOAPEmptyRequests,rdf:Property,Number of empty SOAP requests started per second.,SOAPEmptyRequests
survol:SOAPMethodInvocations,rdf:Property,Number of SOAP method invocations started per second.,SOAPMethodInvocations
survol:SOAPSQLRequests,rdf:Property,Number of SOAP SQL requests started per second.,SOAPSQLRequests
survol:SOAPSessionInitiateRequests,rdf:Property,Number of SOAP Session initiate requests started per second.,SOAPSessionInitiateRequests
survol:SOAPSessionTerminateRequests,rdf:Property,Number of SOAP Session terminate requests started per second.,SOAPSessionTerminateRequests
survol:SOAPWSDLRequests,rdf:Property,Number of SOAP Web Service Description Language requests started per second.,SOAPWSDLRequests
survol:SQLAttentionrate,rdf:Property,Number of attentions per second.,SQLAttentionrate
survol:SQLCCExecutions,rdf:Property,Number of external scripts executed using SQL Compute Context,SQLCCExecutions
survol:SQLCacheMemoryKB,rdf:Property,Total amount of dynamic memory the server is using for the dynamic SQL cache,SQLCacheMemoryKB
survol:SQLCompilationsPersec,rdf:Property,Number of SQL compilations.,SQLCompilationsPersec
survol:SQLRECEIVETotal,rdf:Property,Total number of SQL RECEIVE commands processed by the Broker.,SQLRECEIVETotal
survol:SQLRECEIVEsPersec,rdf:Property,The number of SQL RECEIVE commands processed by the Broker per second.,SQLRECEIVEsPersec
survol:SQLReCompilationsPersec,rdf:Property,Number of SQL re-compiles.,SQLReCompilationsPersec
survol:SQLSENDTotal,rdf:Property,Total number of SQL SEND commands processed by the Broker.,SQLSENDTotal
survol:SQLSENDsPersec,rdf:Property,The number of SQL SEND commands processed by the Broker per second.,SQLSENDsPersec
survol:SQLServerrestarted,rdf:Property,"The number of times the SQL Server has been successfully restarted by SQL Server Agent, since the last SQL Server Agent restart.",SQLServerrestarted
survol:SQLTraceIOProviderLockWaits,rdf:Property,Number of waits for the File IO Provider lock per second,SQLTraceIOProviderLockWaits
survol:SSLClientSideFullHandshakes,rdf:Property,"This counter tracks the number of Secure Sockets Layer (SSL) full client-side handshakes that are being processed per second.  During a handshake, signals are exchanged to acknowledge that communication can occur between computers or other devices.",SSLClientSideFullHandshakes
survol:SSLClientSideReconnectHandshakes,rdf:Property,"This counter tracks the number of Secure Sockets Layer (SSL) client-side reconnect handshakes that are being processed per second.  Reconnect handshakes allow session keys from previous SSL sessions to be used to resume a client/server connection, and they require less memory to process than full handshakes.",SSLClientSideReconnectHandshakes
survol:SSLServerSideFullHandshakes,rdf:Property,"This counter tracks the number of Secure Sockets Layer (SSL) full server-side handshakes that are being processed per second.  During a handshake, signals are exchanged to acknowledge that communication can occur between computers or other devices.",SSLServerSideFullHandshakes
survol:SSLServerSideReconnectHandshakes,rdf:Property,"This counter tracks the number of Secure Sockets Layer (SSL) server-side reconnect handshakes that are being processed per second.  Reconnect handshakes allow session keys from previous SSL sessions to be used to resume a client/server connection, and they require less memory to process than full handshakes.",SSLServerSideReconnectHandshakes
survol:SafeAutoParamsPersec,rdf:Property,Number of safe auto-parameterizations.,SafeAutoParamsPersec
survol:SameElement,rdf:Property,No description for property:SameElement,SameElement
survol:SampleRate,rdf:Property,The SampleRate property indicates the rate at which the pointing device is polled for input information.,SampleRate
survol:SavepointrefreshesPersec,rdf:Property,"The number of times a savepoint was ""refreshed"", (on average), per second. A savepoint refresh is when an existing savepoint is reset to the current point in the transaction's lifetime.",SavepointrefreshesPersec
survol:SavepointrollbacksPersec,rdf:Property,"The number of times a transaction rolled back to a save point (on average), per second.",SavepointrollbacksPersec
survol:SavepointscreatedPersec,rdf:Property,"The number of save points created (on average), per second.",SavepointscreatedPersec
survol:Scale,rdf:Property,The Scale property specifies the factor by which the printed output is to be scaled.  For example a scale of 75 reduces the print output to 3/4 its original height and width.,Scale
survol:ScanMode,rdf:Property,"The ScanMode property determines whether the display device is interlaced.  
This property has been deprecated in favor of a corresponding property(s) contained in the Win32_VideoController, Win32_DesktopMonitor and//or CIM_VideoControllerResolution",ScanMode
survol:ScanPointRevalidationsPersec,rdf:Property,Number of times the scan point had to be revalidated to continue the scan.,ScanPointRevalidationsPersec
survol:ScanningState,rdf:Property,Scanning State,ScanningState
survol:SchannelSessionCacheEntries,rdf:Property,"This counter tracks the number of Secure Sockets Layer (SSL) entries that are currently stored in the secure channel (Schannel) session cache.  The Schannel session cache stores information about successfully established sessions, such as SSL session IDs.  Clients can use this information to reconnect to a server without performing a full SSL handshake.",SchannelSessionCacheEntries
survol:SchedulerInterruptsPersec,rdf:Property,The rate of hypervisor scheduler interrupts on the processor.,SchedulerInterruptsPersec
survol:SchedulingClass,rdf:Property,"Specifies the scheduling class for all processes associated with the job. The valid values are 0 to 9. Use 0 for the least favorable scheduling class relative to other threads, and 9 for the most favorable scheduling class relative to other threads. Ignored unless LimitFlags specifies Limit Scheduling Class.",SchedulingClass
survol:SchedulingMethod,rdf:Property,Indicates when a background upload should be performed. One of the following values can be specified. SpecificTime - Perform the background upload at the time of day specified in the Time property. SetInterval  - Perform the background upload at the interval specified in the Interval property.,SchedulingMethod
survol:ScratchDirectory,rdf:Property,The ScratchDirectory property indicates the directory where temporary files can reside during boot time.,ScratchDirectory
survol:ScreenHeight,rdf:Property,"The ScreenHeight property specifies the height of the physical screen.  
This property has been deprecated in favor of a corresponding property(s) contained in the Win32_VideoController, Win32_DesktopMonitor and//or CIM_VideoControllerResolution",ScreenHeight
survol:ScreenSaverActive,rdf:Property,"The ScreenSaverActive property indicates whether the screen saver is active.
Values: TRUE or FALSE. A value of TRUE indicates the screen saver is active.",ScreenSaverActive
survol:ScreenSaverExecutable,rdf:Property,"The ScreenSaverExecutable property indicates the name of the current screen saver executable file.
Example: LOGON.SCR.",ScreenSaverExecutable
survol:ScreenSaverSecure,rdf:Property,"The ScreenSaverSecure property determines whether the password is enabled for the screen saver.
Values: TRUE or FALSE.  If TRUE, the screen saver password is enabled.",ScreenSaverSecure
survol:ScreenSaverTimeout,rdf:Property,The ScreenSaverTimeout property indicates the amount of time that passes before the screen saver starts.,ScreenSaverTimeout
survol:ScreenWidth,rdf:Property,"The ScreenWidth property specifies the width of the physical screen.   
This property has been deprecated in favor of a corresponding property(s) contained in the Win32_VideoController, Win32_DesktopMonitor and//or CIM_VideoControllerResolution",ScreenWidth
survol:ScriptPath,rdf:Property,"The ScriptPath property indicates the directory path to the user's logon script.  A logon script automatically executes a set of commands each time a user logs on to a system.
Example: C:\win\profiles\ThomasSteven",ScriptPath
survol:ScriptingStandardConsumerSetting,rdfs:Class,Provides registration data common to all instances of the Active Script Consumer,ScriptingStandardConsumerSetting
survol:Searches,rdf:Property,The total number of searches that have been conducted using this DRT instance.,Searches
survol:Second,rdf:Property,The current second of the current minute (0-59),Second
survol:SecondLevelAddressTranslationExtensions,rdf:Property,The SecondLevelAddressTranslationExtensions property determines whether the processor supports address translation extensions used for virtualization.,SecondLevelAddressTranslationExtensions
survol:SecondaryBusType,rdf:Property,"The SecondaryBusType property indicates the secondary bus type of the motherboard.
Example: ISA",SecondaryBusType
survol:Secondarycommittedtransrate,rdf:Property,The number of transactions committed per second on the secondary.,Secondarycommittedtransrate
survol:Section,rdf:Property,The .ini file section.,Section
survol:SectionKey,rdf:Property,Key of section containing the settings to be checked.,SectionKey
survol:Sections,rdf:Property,"Sections is the number of sections in the computer at the time of data collection. This is an instantaneous count, not an average over the time interval.  A section is a portion of virtual memory created by a process for storing data. A process can share sections with other processes.",Sections
survol:SectorsPerTrack,rdf:Property,"The SectorsPerTrack property indicates the number of sectors in each track for this physical disk drive.
Example: 63",SectorsPerTrack
survol:SecurityAssociationsAdded,rdf:Property,Security Associations Added is the number of security associations added since the computer was last started.,SecurityAssociationsAdded
survol:SecurityBreach,rdf:Property,"SecurityBreach is an enumerated, integer-valued property indicating whether a physical breach of the frame was attempted but unsuccessful (value=4) or attempted and successful (5). Also, the values, ""Unknown"", ""Other"" or ""No Breach"", can be specified.",SecurityBreach
survol:SecurityCallsNotAuthorized,rdf:Property,The number of calls to this endpoint that failed authorization. http://go.microsoft.com/fwlink/?LinkId=222653,SecurityCallsNotAuthorized
survol:SecurityCallsNotAuthorizedPerSecond,rdf:Property,The number of calls to this endpoint that failed authorization per second. http://go.microsoft.com/fwlink/?LinkId=222655,SecurityCallsNotAuthorizedPerSecond
survol:SecurityDescriptor,rdf:Property,"No WMI description for property SecurityDescriptor:(-2147352567, 'Exception occurred.', (0, 'SWbemQualifierSet', 'Not found ', None, 0, -2147217406), None)",SecurityDescriptor
survol:SecurityLimitFlags,rdf:Property,"Specifies the security limitations for the job.A value of No Administrator prevents any process in the job from using a token that specifies the local administrators group.A value of Rescricted Token prevents any process in the job from using a token that was not created with the CreateRestrictedToken function.A value of Specific Token forces processes in the job to run under.A value Filter Tokens of applies a filter to the token when a process impersonates a client. Requires at least one of the following properties to be set - SidsToDisable, PrivilegesToDelete, or RestrictedSids.",SecurityLimitFlags
survol:SecuritySetting,rdf:Property,No description for property:SecuritySetting,SecuritySetting
survol:SecurityStatus,rdf:Property,The SecurityStatus property indicates the security setting for external input (such as a keyboard) to this computer.,SecurityStatus
survol:SecurityValidationandAuthenticationFailures,rdf:Property,The number of calls to this endpoint that failed validation or authentication. http://go.microsoft.com/fwlink/?LinkId=222656,SecurityValidationandAuthenticationFailures
survol:SecurityValidationandAuthenticationFailuresPerSecond,rdf:Property,The number of calls to this endpoint that failed validation or authentication per second. http://go.microsoft.com/fwlink/?LinkId=222657,SecurityValidationandAuthenticationFailuresPerSecond
survol:SegmentCacheHitRatio,rdf:Property,Percentage of column segments that were found in the columnstore pool without having to incur a read from disk.,SegmentCacheHitRatio
survol:SegmentCacheHitRatio_Base,rdf:Property,,SegmentCacheHitRatio_Base
survol:SegmentGroupNumber,rdf:Property,SMBIOS Segment Group Number.,SegmentGroupNumber
survol:SegmentReadsPerSec,rdf:Property,Number of physical segment reads issued.,SegmentReadsPerSec
survol:SegmentsPersec,rdf:Property,Segments/sec is the rate at which TCP segments are sent or received using the TCP protocol.,SegmentsPersec
survol:SegmentsReceivedPersec,rdf:Property,"Segments Received/sec is the rate at which segments are received, including those received in error.  This count includes segments received on currently established connections.",SegmentsReceivedPersec
survol:SegmentsRetransmittedPersec,rdf:Property,"Segments Retransmitted/sec is the rate at which segments are retransmitted, that is, segments transmitted containing one or more previously transmitted bytes.",SegmentsRetransmittedPersec
survol:SegmentsSentPersec,rdf:Property,"Segments Sent/sec is the rate at which segments are sent, including those on current connections, but excluding those containing only retransmitted bytes.",SegmentsSentPersec
survol:SemaphoreAcquires,rdf:Property,The total number of times the semaphore has been acquired over the lifetime of the Secure Channel connection (or since system boot for _Total).,SemaphoreAcquires
survol:SemaphoreHolders,rdf:Property,Number of thread currently holding the semaphore.,SemaphoreHolders
survol:SemaphoreTimeouts,rdf:Property,The total number of times a thread has timed out waiting for the semaphore over the lifetime of the Secure Channel connection (or since system boot for _Total).,SemaphoreTimeouts
survol:SemaphoreWaiters,rdf:Property,Number of thread currently waiting to acquire the semaphore.,SemaphoreWaiters
survol:Semaphores,rdf:Property,"Semaphores is the number of semaphores in the computer at the time of data collection. This is an instantaneous count, not an average over the time interval.  Threads use semaphores to obtain exclusive access to data structures that they share with other threads.",Semaphores
survol:SendAdminAlert,rdf:Property,"The SendAdminAlert property indicates whether or not an alert message will be sent to the system administrator in the event of an operating system failure.
Values: TRUE or FALSE. If TRUE, the system will send an alert to the system administrator.",SendAdminAlert
survol:SendBytesPersec,rdf:Property,Send Bytes/sec is the rate at which data is being transmitted on the network. This value includes application data as well as SMB protocol data (such as packet headers).,SendBytesPersec
survol:SendCompleteCallsPersec,rdf:Property,"Send Complete Calls/sec is the average rate, in incidents per second, at which NDIS received a transmit-complete notification from an interface.",SendCompleteCallsPersec
survol:SendFailures,rdf:Property,The number of messages that the local DRT instance failed to send due to DRT transport related errors.,SendFailures
survol:SendFlowControlEntersPersec,rdf:Property,UCS send flow control enters per sec.,SendFlowControlEntersPersec
survol:SendFlowControlExitsPersec,rdf:Property,UCS send flow control exits per sec.,SendFlowControlExitsPersec
survol:SendFlowControlGate,rdf:Property,UCS send boxcars pending on flow control gate exit.,SendFlowControlGate
survol:SendIOLenAvg,rdf:Property,The average byte length of transport send I/O operations.,SendIOLenAvg
survol:SendIOLenAvg_Base,rdf:Property,,SendIOLenAvg_Base
survol:SendIObytesPersec,rdf:Property,The number of transport send I/O bytes per second.,SendIObytesPersec
survol:SendIPerOsPersec,rdf:Property,The number of transport send I/Os per second. Note that a transport send I/O may contain more than one message fragment.,SendIPerOsPersec
survol:SendPerReceiveAckTime,rdf:Property,Milliseconds messages waited for acknowledgement from the partner per second.,SendPerReceiveAckTime
